task_id,employee_id,department_x,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating,name,department_y,role,join_date,years_experience,manager_id,location
TASK01604,EMP0073,Support,Client Call,Medium,2026-02-16,2026-02-23,2026-02-27,True,False,2,3.3,79.2,1.0,Courtney Reyes,Support,Customer Success,2023-02-03,12.9,EMP0017,Hyderabad
TASK01605,EMP0052,Engineering,Bug Fix,Critical,2025-09-07,2025-09-13,2025-09-13,True,True,31,51.2,64.0,2.0,Patrick Mercer,Engineering,Junior Dev,2021-08-27,2.9,EMP0016,Hyderabad
TASK01606,EMP0115,Marketing,Client Call,Low,2025-12-17,2025-12-29,2026-01-01,True,False,3,2.9,77.4,3.0,Jessica Moore,Marketing,Marketing Manager,2022-03-28,4.0,EMP0015,Bangalore
TASK01607,EMP0169,HR,Meeting,Medium,2026-02-05,2026-02-17,2026-02-18,True,False,34,39.4,100.0,1.0,Brian Davis,HR,HR Coordinator,2023-06-14,14.9,EMP0004,Remote
TASK01608,EMP0053,Sales,Bug Fix,Low,2025-05-07,2025-05-10,2025-05-15,True,False,39,47.0,84.5,4.0,Charlotte Wells DVM,Sales,Account Manager,2023-06-24,13.6,EMP0006,Hyderabad
TASK01609,EMP0138,Support,Bug Fix,Medium,2025-09-23,2025-10-05,2025-10-07,True,False,40,55.2,88.9,1.0,Joshua Martinez,Support,Support Lead,2022-02-25,6.3,EMP0007,Bangalore
TASK01610,EMP0002,Sales,Feature Dev,Low,2026-01-15,2026-01-21,2026-01-24,True,False,30,56.6,86.7,4.0,Anthony Reed,Sales,Sales Rep,2022-02-09,11.2,EMP0018,Bangalore
TASK01611,EMP0036,Sales,Meeting,Low,2025-08-07,2025-08-19,2025-08-23,True,False,11,19.9,76.8,5.0,Jamie Swanson,Sales,Sales Rep,2023-10-11,10.1,EMP0018,Mumbai
TASK01612,EMP0168,Support,Meeting,Low,2026-03-16,2026-03-18,2026-03-21,True,False,38,50.2,66.4,5.0,Jon Porter,Support,Customer Success,2022-05-12,1.3,EMP0005,Remote
TASK01613,EMP0126,Marketing,Testing,Medium,2025-12-21,2025-12-26,2025-12-26,True,True,6,10.8,74.7,3.0,Sarah Cervantes,Marketing,Marketing Manager,2024-12-01,8.7,EMP0001,Bangalore
TASK01614,EMP0151,Engineering,Documentation,Critical,2025-11-02,2025-11-10,2025-11-11,True,False,13,12.8,92.8,4.0,Tony Allen,Engineering,Tech Lead,2025-03-10,14.2,EMP0003,Mumbai
TASK01615,EMP0184,Engineering,Bug Fix,Medium,2025-04-22,2025-04-26,2025-04-28,True,False,18,25.3,77.7,2.0,Steven Barton,Engineering,Senior Dev,2022-12-06,11.2,EMP0020,Delhi
TASK01616,EMP0178,Support,Bug Fix,Low,2025-12-07,2025-12-14,2025-12-19,True,False,5,8.7,99.3,5.0,Thomas Hernandez,Support,Support Agent,2025-01-27,13.9,EMP0019,Mumbai
TASK01617,EMP0081,Finance,Testing,Medium,2025-08-12,2025-08-22,2025-08-20,True,True,34,61.5,86.7,5.0,Kevin Berry,Finance,Accountant,2026-02-20,14.6,EMP0005,Mumbai
TASK01618,EMP0065,HR,Training,Medium,2025-12-24,2026-01-03,2026-01-02,True,True,6,8.1,78.1,1.0,Richard Davis,HR,HR Coordinator,2022-04-18,0.6,EMP0020,Remote
TASK01619,EMP0122,Marketing,Documentation,Medium,2025-09-21,2025-10-04,2025-10-03,True,True,38,71.6,72.6,1.0,Erin Dixon,Marketing,SEO Specialist,2026-04-01,8.3,EMP0018,Remote
TASK01620,EMP0169,HR,Code Review,High,2026-02-22,2026-03-01,2026-03-06,True,False,30,55.0,93.3,3.0,Brian Davis,HR,HR Coordinator,2023-06-14,14.9,EMP0004,Remote
TASK01621,EMP0028,Support,Client Call,Low,2025-10-07,2025-10-18,2025-10-23,True,False,35,58.5,75.1,1.0,Michelle Goodwin,Support,Customer Success,2021-09-04,11.4,EMP0011,Bangalore
TASK01622,EMP0048,Engineering,Testing,Medium,2025-05-09,2025-05-14,2025-05-18,True,False,3,1.5,54.0,4.0,John Martin,Engineering,Senior Dev,2022-11-09,11.1,EMP0004,Mumbai
TASK01623,EMP0096,HR,Documentation,Low,2025-06-22,2025-07-06,2025-07-09,True,False,36,42.7,70.8,5.0,Rachael Li,HR,Recruiter,2026-01-31,12.8,EMP0010,Remote
TASK01624,EMP0086,HR,Documentation,Critical,2026-01-31,2026-02-12,2026-02-12,True,True,14,23.2,77.1,3.0,Kelly Rios DDS,HR,HR Coordinator,2022-07-03,3.7,EMP0007,Hyderabad
TASK01625,EMP0011,Finance,Feature Dev,Low,2026-04-02,2026-04-03,2026-04-03,True,True,10,13.1,70.2,3.0,Brenda Walter,Finance,Accountant,2025-01-27,12.5,EMP0020,Delhi
TASK01626,EMP0029,HR,Meeting,High,2025-10-03,2025-10-07,2025-10-08,True,False,21,15.6,76.1,2.0,Daniel Lewis,HR,HR Manager,2023-12-07,2.8,EMP0001,Delhi
TASK01627,EMP0074,HR,Report,Critical,2025-07-24,2025-07-28,2025-07-26,True,True,10,18.2,85.7,1.0,Sheena Chandler,HR,HR Coordinator,2024-05-03,1.8,EMP0014,Delhi
TASK01628,EMP0005,Support,Report,High,2026-01-24,2026-01-31,2026-02-01,True,False,26,14.9,72.8,4.0,Samantha Lindsey,Support,Customer Success,2025-06-06,10.7,EMP0014,Mumbai
TASK01629,EMP0026,Engineering,Training,Low,2025-05-05,2025-05-18,2025-05-17,True,True,7,13.7,66.3,5.0,Calvin Kane,Engineering,Senior Dev,2023-09-23,6.0,EMP0015,Remote
TASK01630,EMP0078,Engineering,Testing,High,2026-01-01,2026-01-03,2026-01-04,True,False,9,17.2,79.0,3.0,Angela Stone,Engineering,Senior Dev,2024-09-17,8.9,EMP0005,Hyderabad
TASK01631,EMP0163,Sales,Testing,Medium,2025-08-15,2025-08-19,,False,False,34,0.0,0.0,,Drew Mckinney,Sales,Account Manager,2021-11-24,1.2,EMP0002,Remote
TASK01632,EMP0153,Support,Client Call,Medium,2026-01-12,2026-01-21,2026-01-26,True,False,3,1.5,96.1,4.0,James Johnson,Support,Customer Success,2022-11-28,7.6,EMP0001,Bangalore
TASK01633,EMP0163,Sales,Meeting,Critical,2026-01-10,2026-01-12,2026-01-14,True,False,6,6.9,95.5,2.0,Drew Mckinney,Sales,Account Manager,2021-11-24,1.2,EMP0002,Remote
TASK01634,EMP0062,Finance,Meeting,Critical,2025-12-11,2025-12-13,2025-12-17,True,False,32,16.8,87.7,3.0,Gloria Rodriguez,Finance,Analyst,2024-03-03,6.6,EMP0019,Remote
TASK01635,EMP0141,Finance,Code Review,Low,2025-06-26,2025-07-10,2025-07-08,True,True,10,12.8,82.8,4.0,William Green,Finance,Analyst,2023-01-12,5.5,EMP0014,Delhi
TASK01636,EMP0110,Engineering,Client Call,High,2026-03-28,2026-03-29,2026-03-30,True,False,20,21.2,63.1,2.0,Mary Richards,Engineering,Tech Lead,2026-04-14,4.1,EMP0004,Hyderabad
TASK01637,EMP0038,Finance,Code Review,Medium,2026-03-02,2026-03-05,,False,False,11,0.0,0.0,,Matthew Hughes,Finance,Finance Manager,2025-03-08,10.5,EMP0010,Hyderabad
TASK01638,EMP0024,Marketing,Client Call,Medium,2025-05-03,2025-05-05,2025-05-04,True,True,33,26.6,76.9,3.0,Briana Dawson,Marketing,Content Writer,2023-01-29,11.5,EMP0004,Mumbai
TASK01639,EMP0042,Engineering,Report,Critical,2026-03-20,2026-03-25,2026-03-23,True,True,3,3.0,70.3,1.0,Elizabeth Hayes,Engineering,Tech Lead,2024-12-22,9.7,EMP0008,Bangalore
TASK01640,EMP0183,Finance,Training,High,2025-10-15,2025-10-18,,False,False,4,0.0,0.0,,Jamie Cohen,Finance,Finance Manager,2021-12-07,7.7,EMP0003,Remote
TASK01641,EMP0063,Finance,Testing,Medium,2025-09-19,2025-09-29,2025-09-29,True,True,12,7.8,86.6,2.0,Brianna Smith,Finance,Accountant,2023-07-07,14.1,EMP0007,Delhi
TASK01642,EMP0084,HR,Training,Low,2025-06-08,2025-06-10,2025-06-15,True,False,31,61.2,95.3,4.0,Rachel Huang,HR,HR Coordinator,2025-07-18,11.9,EMP0004,Hyderabad
TASK01643,EMP0030,Finance,Meeting,Low,2025-12-08,2025-12-18,2025-12-16,True,True,21,25.5,85.8,2.0,Joshua Duncan,Finance,Analyst,2025-02-02,7.9,EMP0004,Delhi
TASK01644,EMP0014,HR,Documentation,Medium,2026-01-05,2026-01-14,2026-01-13,True,True,32,39.7,84.9,2.0,Kathryn Perez,HR,HR Manager,2023-11-12,9.7,EMP0012,Mumbai
TASK01645,EMP0167,Engineering,Feature Dev,Low,2025-11-08,2025-11-11,2025-11-11,True,True,16,23.8,79.1,4.0,Melissa Williams,Engineering,Junior Dev,2023-03-17,6.3,EMP0003,Remote
TASK01646,EMP0068,HR,Meeting,Low,2026-03-03,2026-03-13,2026-03-14,True,False,18,14.0,75.7,3.0,Shelley Khan,HR,HR Coordinator,2023-11-09,6.9,EMP0018,Delhi
TASK01647,EMP0057,Support,Testing,High,2026-01-15,2026-01-23,2026-01-25,True,False,10,9.9,89.1,2.0,Scott Harper,Support,Customer Success,2023-04-07,1.4,EMP0011,Bangalore
TASK01648,EMP0008,HR,Code Review,Medium,2026-04-08,2026-04-22,2026-04-26,True,False,5,8.5,71.3,1.0,Alison Hayes,HR,HR Coordinator,2022-11-19,1.8,EMP0004,Delhi
TASK01649,EMP0108,Sales,Bug Fix,Low,2026-01-12,2026-01-13,2026-01-14,True,False,12,13.1,78.5,5.0,Marc Jackson,Sales,Sales Lead,2021-10-26,10.5,EMP0004,Hyderabad
TASK01650,EMP0112,HR,Report,Medium,2026-04-01,2026-04-15,2026-04-19,True,False,30,59.7,85.3,5.0,Dominique Perez,HR,HR Manager,2023-01-31,9.4,EMP0017,Hyderabad
TASK01651,EMP0048,Engineering,Testing,Low,2025-07-06,2025-07-14,2025-07-16,True,False,34,64.1,70.5,2.0,John Martin,Engineering,Senior Dev,2022-11-09,11.1,EMP0004,Mumbai
TASK01652,EMP0006,Marketing,Testing,Low,2025-08-30,2025-09-12,2025-09-17,True,False,8,12.0,88.4,5.0,Paula White,Marketing,Marketing Manager,2023-08-11,4.5,EMP0001,Mumbai
TASK01653,EMP0109,Sales,Documentation,Low,2025-06-23,2025-07-06,2025-07-04,True,True,36,24.8,83.7,4.0,Scott Ewing,Sales,Sales Rep,2022-04-09,12.2,EMP0017,Hyderabad
TASK01654,EMP0093,HR,Meeting,High,2025-05-12,2025-05-14,2025-05-16,True,False,10,18.1,85.9,4.0,Terri Grimes,HR,HR Coordinator,2025-11-19,10.8,EMP0001,Remote
TASK01655,EMP0029,HR,Code Review,Medium,2025-12-19,2025-12-21,,False,False,34,0.0,0.0,,Daniel Lewis,HR,HR Manager,2023-12-07,2.8,EMP0001,Delhi
TASK01656,EMP0068,HR,Testing,Medium,2025-07-09,2025-07-18,2025-07-19,True,False,3,2.4,89.4,5.0,Shelley Khan,HR,HR Coordinator,2023-11-09,6.9,EMP0018,Delhi
TASK01657,EMP0195,Finance,Documentation,Medium,2025-04-24,2025-04-27,2025-04-25,True,True,36,37.6,75.7,5.0,Andrea Davidson,Finance,Accountant,2023-12-10,9.6,EMP0002,Mumbai
TASK01658,EMP0191,Support,Code Review,Low,2025-05-27,2025-05-30,2025-05-30,True,True,16,28.2,87.0,5.0,Tamara Ramirez,Support,Support Lead,2021-06-04,12.3,EMP0018,Bangalore
TASK01659,EMP0034,HR,Client Call,Critical,2026-02-23,2026-03-05,2026-03-06,True,False,19,10.9,68.3,3.0,Jeffery Griffith,HR,HR Coordinator,2023-08-25,1.3,EMP0019,Bangalore
TASK01660,EMP0089,Engineering,Report,Medium,2025-12-18,2025-12-27,,False,False,32,0.0,0.0,,Gwendolyn Munoz,Engineering,Junior Dev,2023-08-28,13.2,EMP0009,Mumbai
TASK01661,EMP0018,Support,Feature Dev,Medium,2025-10-17,2025-10-29,,False,False,2,0.0,0.0,,Sarah Mann,Support,Support Lead,2023-06-05,12.7,EMP0002,Mumbai
TASK01662,EMP0161,Finance,Bug Fix,Low,2025-04-25,2025-05-04,2025-05-05,True,False,40,77.6,98.7,4.0,Jessica Scott,Finance,Accountant,2021-09-12,14.7,EMP0007,Delhi
TASK01663,EMP0075,Engineering,Client Call,Low,2025-08-06,2025-08-14,,False,False,17,0.0,0.0,,Deborah Ramos,Engineering,Junior Dev,2025-09-30,5.3,EMP0005,Delhi
TASK01664,EMP0199,Marketing,Feature Dev,High,2026-02-14,2026-02-25,2026-02-26,True,False,17,29.8,81.9,2.0,Kimberly King,Marketing,Content Writer,2025-07-24,3.8,EMP0004,Hyderabad
TASK01665,EMP0039,Support,Code Review,Critical,2025-12-22,2025-12-27,2025-12-31,True,False,9,14.3,81.1,2.0,Katherine Stanley,Support,Customer Success,2023-08-12,5.9,EMP0017,Hyderabad
TASK01666,EMP0151,Engineering,Training,Medium,2025-10-31,2025-11-11,2025-11-14,True,False,2,2.9,77.0,3.0,Tony Allen,Engineering,Tech Lead,2025-03-10,14.2,EMP0003,Mumbai
TASK01667,EMP0052,Engineering,Meeting,Medium,2025-07-02,2025-07-15,2025-07-20,True,False,16,23.9,56.1,1.0,Patrick Mercer,Engineering,Junior Dev,2021-08-27,2.9,EMP0016,Hyderabad
TASK01668,EMP0123,Sales,Bug Fix,Medium,2025-06-24,2025-07-04,2025-07-03,True,True,23,41.7,82.2,4.0,Collin Weber,Sales,Account Manager,2024-12-22,3.7,EMP0014,Hyderabad
TASK01669,EMP0037,HR,Report,High,2025-05-22,2025-05-27,2025-06-01,True,False,29,39.9,93.5,3.0,Rhonda Barnes,HR,Recruiter,2022-09-14,13.2,EMP0014,Mumbai
TASK01670,EMP0079,Sales,Report,Low,2025-06-30,2025-07-02,2025-07-05,True,False,17,30.7,79.2,4.0,Darryl Blanchard,Sales,Sales Rep,2021-12-30,5.0,EMP0002,Delhi
TASK01671,EMP0138,Support,Training,Medium,2026-01-10,2026-01-21,2026-01-23,True,False,19,35.3,88.7,3.0,Joshua Martinez,Support,Support Lead,2022-02-25,6.3,EMP0007,Bangalore
TASK01672,EMP0143,Marketing,Report,Medium,2026-03-04,2026-03-18,2026-03-21,True,False,7,3.6,73.3,2.0,Kevin Baker,Marketing,Content Writer,2022-07-02,6.8,EMP0012,Hyderabad
TASK01673,EMP0176,Support,Report,Medium,2025-04-25,2025-04-29,2025-05-01,True,False,8,16.0,61.1,5.0,William Fox,Support,Customer Success,2024-04-15,7.3,EMP0002,Mumbai
TASK01674,EMP0047,Marketing,Feature Dev,Medium,2026-02-24,2026-03-06,2026-03-10,True,False,4,5.6,81.1,5.0,Christopher Conley,Marketing,SEO Specialist,2022-11-08,7.3,EMP0002,Bangalore
TASK01675,EMP0167,Engineering,Bug Fix,Low,2025-08-31,2025-09-13,2025-09-17,True,False,27,42.6,80.3,3.0,Melissa Williams,Engineering,Junior Dev,2023-03-17,6.3,EMP0003,Remote
TASK01676,EMP0067,Sales,Client Call,Medium,2026-03-14,2026-03-22,2026-03-20,True,True,27,46.4,78.5,1.0,Devon Jackson,Sales,Account Manager,2024-03-31,13.3,EMP0008,Delhi
TASK01677,EMP0090,Finance,Client Call,Low,2026-03-24,2026-03-27,2026-03-30,True,False,8,7.5,66.3,1.0,Joann Sanders,Finance,Accountant,2023-07-16,1.1,EMP0020,Hyderabad
TASK01678,EMP0199,Marketing,Testing,High,2026-01-01,2026-01-15,,False,False,24,0.0,0.0,,Kimberly King,Marketing,Content Writer,2025-07-24,3.8,EMP0004,Hyderabad
TASK01679,EMP0079,Sales,Meeting,Medium,2025-05-21,2025-05-25,2025-05-23,True,True,22,26.1,80.3,2.0,Darryl Blanchard,Sales,Sales Rep,2021-12-30,5.0,EMP0002,Delhi
TASK01680,EMP0169,HR,Code Review,Low,2026-01-11,2026-01-24,2026-01-27,True,False,27,44.0,83.3,4.0,Brian Davis,HR,HR Coordinator,2023-06-14,14.9,EMP0004,Remote
TASK01681,EMP0121,Finance,Feature Dev,High,2026-02-12,2026-02-18,2026-02-19,True,False,22,38.3,62.4,1.0,Michael Dyer,Finance,Accountant,2023-05-31,7.4,EMP0012,Delhi
TASK01682,EMP0034,HR,Report,Medium,2026-03-14,2026-03-20,2026-03-20,True,True,26,20.9,72.8,3.0,Jeffery Griffith,HR,HR Coordinator,2023-08-25,1.3,EMP0019,Bangalore
TASK01683,EMP0024,Marketing,Code Review,Medium,2026-01-15,2026-01-23,,False,False,12,0.0,0.0,,Briana Dawson,Marketing,Content Writer,2023-01-29,11.5,EMP0004,Mumbai
TASK01684,EMP0058,Engineering,Training,Medium,2026-01-07,2026-01-09,2026-01-11,True,False,34,52.7,81.8,3.0,Benjamin Buchanan,Engineering,Tech Lead,2024-02-09,7.4,EMP0017,Mumbai
TASK01685,EMP0177,HR,Client Call,High,2026-01-24,2026-02-02,2026-02-01,True,True,14,9.0,85.5,3.0,Douglas Yates,HR,Recruiter,2023-01-07,4.6,EMP0015,Bangalore
TASK01686,EMP0157,HR,Feature Dev,Low,2026-03-17,2026-03-23,2026-03-27,True,False,10,18.8,91.1,3.0,James Garza,HR,Recruiter,2023-07-31,7.1,EMP0010,Delhi
TASK01687,EMP0039,Support,Documentation,Medium,2025-07-04,2025-07-06,2025-07-07,True,False,30,52.2,80.5,5.0,Katherine Stanley,Support,Customer Success,2023-08-12,5.9,EMP0017,Hyderabad
TASK01688,EMP0048,Engineering,Documentation,Low,2025-09-30,2025-10-05,2025-10-06,True,False,16,13.9,75.3,4.0,John Martin,Engineering,Senior Dev,2022-11-09,11.1,EMP0004,Mumbai
TASK01689,EMP0114,HR,Report,Medium,2025-09-10,2025-09-14,2025-09-16,True,False,17,33.1,79.1,4.0,Kelli Berry,HR,HR Coordinator,2023-03-04,12.7,EMP0009,Remote
TASK01690,EMP0091,HR,Client Call,Medium,2025-07-20,2025-07-29,,False,False,14,0.0,0.0,,Heather Wright,HR,Recruiter,2022-09-23,11.9,EMP0014,Remote
TASK01691,EMP0154,HR,Testing,Low,2026-02-14,2026-02-23,2026-02-27,True,False,18,28.1,58.6,3.0,Eileen Burns,HR,HR Coordinator,2021-06-08,6.4,EMP0008,Delhi
TASK01692,EMP0164,HR,Testing,Medium,2026-04-10,2026-04-16,,False,False,17,0.0,0.0,,Jennifer Powers,HR,Recruiter,2024-04-02,14.2,EMP0016,Bangalore
TASK01693,EMP0005,Support,Testing,Medium,2026-01-03,2026-01-05,,False,False,10,0.0,0.0,,Samantha Lindsey,Support,Customer Success,2025-06-06,10.7,EMP0014,Mumbai
TASK01694,EMP0096,HR,Training,High,2025-07-28,2025-08-09,2025-08-09,True,True,8,15.8,71.4,4.0,Rachael Li,HR,Recruiter,2026-01-31,12.8,EMP0010,Remote
TASK01695,EMP0104,Engineering,Training,Medium,2025-06-20,2025-06-22,2025-06-23,True,False,24,37.8,65.2,2.0,Roy Schultz,Engineering,Junior Dev,2024-12-17,10.3,EMP0008,Mumbai
TASK01696,EMP0132,Support,Client Call,Medium,2025-11-25,2025-12-05,2025-12-10,True,False,30,37.4,88.6,1.0,Amanda Nichols,Support,Support Agent,2024-05-02,11.8,EMP0002,Bangalore
TASK01697,EMP0025,Support,Testing,Critical,2025-07-19,2025-07-22,2025-07-27,True,False,37,54.6,91.3,4.0,Shannon Orozco,Support,Support Agent,2022-02-25,12.0,EMP0014,Remote
TASK01698,EMP0081,Finance,Meeting,High,2026-04-11,2026-04-14,2026-04-17,True,False,6,11.6,75.5,5.0,Kevin Berry,Finance,Accountant,2026-02-20,14.6,EMP0005,Mumbai
TASK01699,EMP0168,Support,Code Review,Low,2025-05-16,2025-05-28,2025-06-02,True,False,29,45.1,77.7,4.0,Jon Porter,Support,Customer Success,2022-05-12,1.3,EMP0005,Remote
TASK01700,EMP0146,Support,Training,Low,2025-05-30,2025-06-07,2025-06-09,True,False,23,19.5,83.0,4.0,Erica Wise,Support,Customer Success,2026-02-17,4.4,EMP0008,Bangalore
TASK01701,EMP0060,Finance,Testing,Low,2026-01-20,2026-01-29,,False,False,39,0.0,0.0,,Phillip Cummings,Finance,Analyst,2025-05-31,10.3,EMP0008,Hyderabad
TASK01702,EMP0172,Finance,Feature Dev,High,2025-04-30,2025-05-10,2025-05-13,True,False,39,26.5,72.7,5.0,Denise Medina,Finance,Accountant,2022-08-13,4.9,EMP0020,Bangalore
TASK01703,EMP0156,HR,Code Review,Low,2025-07-30,2025-08-06,2025-08-07,True,False,17,33.5,87.9,2.0,Jason Jarvis,HR,HR Manager,2026-01-05,15.0,EMP0018,Delhi
TASK01704,EMP0108,Sales,Client Call,Low,2025-04-23,2025-05-01,2025-05-04,True,False,7,4.5,96.9,5.0,Marc Jackson,Sales,Sales Lead,2021-10-26,10.5,EMP0004,Hyderabad
TASK01705,EMP0075,Engineering,Code Review,High,2025-09-05,2025-09-16,2025-09-20,True,False,26,40.2,61.2,3.0,Deborah Ramos,Engineering,Junior Dev,2025-09-30,5.3,EMP0005,Delhi
TASK01706,EMP0008,HR,Code Review,Low,2026-02-22,2026-02-27,2026-03-03,True,False,18,22.5,62.6,3.0,Alison Hayes,HR,HR Coordinator,2022-11-19,1.8,EMP0004,Delhi
TASK01707,EMP0082,Sales,Feature Dev,Medium,2026-02-10,2026-02-14,2026-02-13,True,True,23,27.1,100.0,5.0,Theresa Robinson,Sales,Sales Rep,2024-04-17,13.3,EMP0001,Mumbai
TASK01708,EMP0063,Finance,Bug Fix,Low,2025-10-09,2025-10-19,2025-10-17,True,True,25,16.1,87.0,5.0,Brianna Smith,Finance,Accountant,2023-07-07,14.1,EMP0007,Delhi
TASK01709,EMP0100,HR,Feature Dev,Low,2026-02-23,2026-03-01,2026-02-27,True,True,38,51.1,73.4,2.0,Anne Williams,HR,HR Manager,2022-05-31,3.5,EMP0019,Remote
TASK01710,EMP0150,HR,Code Review,Low,2026-04-04,2026-04-14,2026-04-15,True,False,24,15.5,63.4,5.0,Richard Kim,HR,HR Manager,2025-11-04,13.3,EMP0009,Remote
TASK01711,EMP0182,Marketing,Training,Medium,2026-02-06,2026-02-09,,False,False,13,0.0,0.0,,Alexander Garcia,Marketing,Marketing Manager,2021-10-21,4.9,EMP0013,Delhi
TASK01712,EMP0102,Finance,Feature Dev,Low,2025-06-01,2025-06-15,2025-06-13,True,True,36,66.0,68.0,3.0,Kimberly Brown,Finance,Accountant,2022-08-11,12.0,EMP0006,Bangalore
TASK01713,EMP0110,Engineering,Feature Dev,Critical,2025-07-29,2025-07-31,2025-07-31,True,True,39,49.8,50.1,4.0,Mary Richards,Engineering,Tech Lead,2026-04-14,4.1,EMP0004,Hyderabad
TASK01714,EMP0056,Sales,Report,Low,2025-05-27,2025-05-30,,False,False,23,0.0,0.0,,Brian Howard,Sales,Sales Rep,2024-02-07,4.8,EMP0002,Remote
TASK01715,EMP0107,Support,Feature Dev,Critical,2025-09-09,2025-09-18,2025-09-23,True,False,9,13.5,92.2,3.0,Lisa Shepard,Support,Customer Success,2024-05-01,6.1,EMP0013,Mumbai
TASK01716,EMP0078,Engineering,Bug Fix,Low,2025-10-05,2025-10-08,2025-10-13,True,False,14,23.7,68.6,3.0,Angela Stone,Engineering,Senior Dev,2024-09-17,8.9,EMP0005,Hyderabad
TASK01717,EMP0143,Marketing,Testing,Low,2025-04-26,2025-05-04,2025-05-03,True,True,35,22.3,95.0,5.0,Kevin Baker,Marketing,Content Writer,2022-07-02,6.8,EMP0012,Hyderabad
TASK01718,EMP0194,Marketing,Meeting,Medium,2025-10-25,2025-11-06,2025-11-10,True,False,36,52.7,83.8,3.0,Jennifer Cain,Marketing,SEO Specialist,2024-03-15,1.3,EMP0017,Delhi
TASK01719,EMP0117,Finance,Feature Dev,Low,2026-03-23,2026-04-05,2026-04-09,True,False,27,31.1,79.0,4.0,Gregory Christensen,Finance,Analyst,2022-01-23,2.5,EMP0008,Hyderabad
TASK01720,EMP0085,Engineering,Meeting,Low,2025-04-20,2025-04-22,2025-04-27,True,False,26,24.9,85.5,1.0,Natalie Rice,Engineering,Senior Dev,2025-09-12,3.7,EMP0015,Delhi
TASK01721,EMP0102,Finance,Training,Medium,2025-10-28,2025-10-29,2025-10-29,True,True,21,38.6,74.1,2.0,Kimberly Brown,Finance,Accountant,2022-08-11,12.0,EMP0006,Bangalore
TASK01722,EMP0019,Engineering,Client Call,Medium,2025-09-04,2025-09-16,2025-09-14,True,True,5,9.8,60.3,2.0,Christopher Lester,Engineering,Senior Dev,2024-07-20,6.3,EMP0003,Mumbai
TASK01723,EMP0060,Finance,Code Review,Medium,2026-01-22,2026-01-31,2026-02-04,True,False,34,43.7,70.9,5.0,Phillip Cummings,Finance,Analyst,2025-05-31,10.3,EMP0008,Hyderabad
TASK01724,EMP0187,Sales,Code Review,Medium,2026-04-12,2026-04-24,2026-04-25,True,False,8,9.5,93.8,2.0,Daniel Nguyen,Sales,Account Manager,2022-08-03,8.0,EMP0015,Delhi
TASK01725,EMP0166,HR,Bug Fix,High,2025-04-18,2025-04-20,2025-04-25,True,False,15,20.4,71.6,1.0,Dylan Kirk,HR,HR Coordinator,2023-01-20,14.5,EMP0009,Hyderabad
TASK01726,EMP0074,HR,Meeting,Critical,2025-11-21,2025-11-25,,False,False,9,0.0,0.0,,Sheena Chandler,HR,HR Coordinator,2024-05-03,1.8,EMP0014,Delhi
TASK01727,EMP0021,Support,Documentation,Low,2025-08-30,2025-09-03,2025-09-06,True,False,13,25.7,75.6,3.0,Brianna Gilmore,Support,Support Lead,2021-12-30,2.6,EMP0005,Mumbai
TASK01728,EMP0096,HR,Meeting,Critical,2025-08-17,2025-08-24,2025-08-24,True,True,40,34.8,85.9,4.0,Rachael Li,HR,Recruiter,2026-01-31,12.8,EMP0010,Remote
TASK01729,EMP0098,Finance,Meeting,Medium,2025-10-14,2025-10-26,2025-10-28,True,False,15,28.7,90.5,4.0,Angela Aguilar,Finance,Analyst,2022-06-15,3.3,EMP0013,Mumbai
TASK01730,EMP0159,Support,Documentation,Medium,2025-07-31,2025-08-07,2025-08-11,True,False,19,33.5,89.0,4.0,Carol Lee,Support,Customer Success,2021-08-08,14.3,EMP0006,Mumbai
TASK01731,EMP0163,Sales,Report,Low,2026-01-11,2026-01-12,2026-01-16,True,False,4,6.2,95.0,2.0,Drew Mckinney,Sales,Account Manager,2021-11-24,1.2,EMP0002,Remote
TASK01732,EMP0134,Sales,Report,Medium,2025-06-25,2025-06-29,2025-06-28,True,True,9,6.6,85.3,1.0,Mary Atkins,Sales,Sales Rep,2021-06-14,7.4,EMP0004,Remote
TASK01733,EMP0161,Finance,Meeting,Low,2025-12-19,2025-12-25,2025-12-27,True,False,27,25.0,73.1,3.0,Jessica Scott,Finance,Accountant,2021-09-12,14.7,EMP0007,Delhi
TASK01734,EMP0080,Sales,Documentation,High,2026-01-14,2026-01-19,2026-01-18,True,True,27,46.8,70.9,1.0,Leslie Harris,Sales,Sales Lead,2024-02-29,4.1,EMP0004,Delhi
TASK01735,EMP0064,Sales,Feature Dev,Medium,2025-05-11,2025-05-19,2025-05-17,True,True,32,39.0,93.1,2.0,William Smith,Sales,Account Manager,2025-01-05,6.2,EMP0010,Hyderabad
TASK01736,EMP0087,HR,Testing,Low,2025-07-09,2025-07-16,2025-07-15,True,True,17,19.6,69.9,4.0,Anthony Young,HR,HR Manager,2025-12-13,13.0,EMP0009,Delhi
TASK01737,EMP0018,Support,Documentation,High,2026-03-06,2026-03-14,2026-03-12,True,True,34,56.1,73.8,2.0,Sarah Mann,Support,Support Lead,2023-06-05,12.7,EMP0002,Mumbai
